timestamp,scenario,inlet_flow_lph,post_treatment_flow_lph,rinse_flow_lph,cip_flow_lph,production_lph,conductivity_uS_cm,turbidity_NTU,temperature_C,cip_active,shift,line_status,wur,total_out,balance_error
2025-01-01 01:15:00,anomaly,1358.07,1161.6,198.23,0,712.36,250.5,0.57,22.5,0,night,running,1.906,1359.83,0.0012959567621698372
2025-01-01 01:20:00,anomaly,1460.94,1236.69,190.45,0,711.17,239.2,0.42,21.3,0,night,running,2.054,1427.14,0.023135789286349854
2025-01-01 01:25:00,anomaly,1389.75,1230.59,196.77,0,716.61,247.32,0.59,23.1,0,night,running,1.939,1427.36,0.027062421298794676
2025-01-01 01:30:00,anomaly,1436.94,1191.59,185.94,0,724.3,246.4,0.41,21.7,0,night,running,1.984,1377.53,0.04134480214901115
2025-01-01 01:35:00,anomaly,1444.89,1157.67,176.17,0,682.08,241.8,0.56,23.2,0,night,running,2.118,1333.8400000000001,0.0768570617832499
2025-01-01 01:40:00,anomaly,1400.84,1231.53,171.77,0,686.54,243.91,0.62,20.3,0,night,running,2.04,1403.3,0.0017560892036207107
2025-01-01 01:45:00,anomaly,1397.69,1149.14,203.02,0,663.15,241.93,0.6,21.3,0,night,running,2.108,1352.16,0.03257517761449246
2025-01-01 01:50:00,anomaly,1401.8,1288.68,172.78,0,710.05,240.41,0.67,21.0,0,night,running,1.974,1461.46,0.04255956627193614
2025-01-01 01:55:00,anomaly,1444.76,1213.57,170.12,0,667.64,241.1,0.71,20.3,0,night,running,2.164,1383.69,0.04226999640078625
2025-01-01 02:00:00,anomaly,1466.54,1218.2,182.46,0,714.19,245.84,0.62,22.4,0,night,running,2.053,1400.66,0.04492206145076158
2025-01-01 02:05:00,anomaly,1383.59,1175.93,194.75,0,694.35,242.0,0.51,23.0,0,night,running,1.993,1370.68,0.009330798863825162
2025-01-01 02:10:00,anomaly,1483.37,1305.21,192.13,0,729.07,243.23,0.79,20.8,0,night,running,2.035,1497.3400000000001,0.009417744729905725
2025-01-01 02:15:00,anomaly,1405.25,1256.49,185.71,0,694.89,243.83,0.64,18.8,0,night,running,2.022,1442.2,0.026294253691514
2025-01-01 02:20:00,anomaly,1507.91,1240.72,186.36,0,708.98,239.12,0.55,20.7,0,night,running,2.127,1427.08,0.05360399493338472
2025-01-01 02:25:00,anomaly,1477.12,1244.66,201.04,0,733.1,241.25,0.54,21.5,0,night,running,2.015,1445.7,0.021271122183708736
2025-01-01 02:30:00,anomaly,1520.86,1303.24,195.14,0,689.62,236.87,0.63,21.7,0,night,running,2.205,1498.38,0.014781110687374113
2025-01-01 02:35:00,anomaly,1501.94,1196.3,186.58,0,729.53,244.33,0.54,22.4,0,night,running,2.059,1382.8799999999999,0.07927080975271993
2025-01-01 02:40:00,anomaly,1465.22,1193.66,160.38,0,676.02,240.69,0.55,22.4,0,night,running,2.167,1354.04,0.07587939012571496
2025-01-01 02:45:00,anomaly,1412.81,1225.68,178.17,0,665.24,244.06,0.51,20.8,0,night,running,2.124,1403.8500000000001,0.006341970965664038
2025-01-01 02:50:00,anomaly,1354.39,1151.08,203.05,0,688.39,240.52,0.51,20.7,0,night,running,1.967,1354.1299999999999,0.00019196833999085807
2025-01-01 02:55:00,anomaly,1354.1,1170.8,183.02,0,707.79,242.13,0.51,22.9,0,night,running,1.913,1353.82,0.00020677941067865943
2025-01-01 03:00:00,anomaly,1433.89,1196.72,186.28,0,676.23,239.13,0.55,22.4,0,night,running,2.12,1383.0,0.035490867500296466
2025-01-01 03:05:00,anomaly,1476.39,1232.15,182.17,0,684.7,241.45,0.62,23.2,0,night,running,2.156,1414.3200000000002,0.042041736939426526
2025-01-01 03:10:00,anomaly,1394.04,1153.47,197.13,0,702.56,253.47,0.59,21.0,0,night,running,1.984,1350.6,0.031161229233020612
2025-01-01 03:15:00,anomaly,1431.94,1220.51,189.92,0,711.73,238.24,0.59,22.6,0,night,running,2.012,1410.43,0.01502157911644342
2025-01-01 03:20:00,anomaly,1522.84,1285.02,188.46,0,702.36,246.03,0.56,22.4,0,night,running,2.168,1473.48,0.032413122849412876
2025-01-01 03:25:00,anomaly,1378.15,1249.92,193.58,0,707.54,247.68,0.42,21.5,0,night,running,1.948,1443.5,0.04741864093168371
2025-01-01 03:30:00,anomaly,1433.08,1191.87,192.61,0,673.13,254.24,0.34,21.7,0,night,running,2.129,1384.48,0.033912970664582515
2025-01-01 03:35:00,anomaly,1379.27,1198.98,172.93,0,707.96,254.45,0.78,21.6,0,night,running,1.948,1371.91,0.0053361560825653425
2025-01-01 03:40:00,anomaly,1446.01,1221.34,195.18,0,728.38,239.44,0.74,24.0,0,night,running,1.985,1416.52,0.02039404983368027
2025-01-01 03:45:00,anomaly,1504.32,1362.34,183.39,0,691.16,237.68,0.58,20.4,0,night,running,2.177,1545.73,0.027527387789832006
2025-01-01 03:50:00,anomaly,1443.28,1189.57,180.0,0,666.68,249.1,0.72,22.6,0,night,running,2.165,1369.57,0.051071171221107506
2025-01-01 03:55:00,anomaly,1469.69,1217.67,188.66,0,660.59,246.69,0.55,21.1,0,night,running,2.225,1406.3300000000002,0.04311113227959631
2025-01-01 04:00:00,anomaly,1498.39,1268.23,199.36,0,675.16,249.83,0.74,22.1,0,night,running,2.219,1467.5900000000001,0.020555396125174322
2025-01-01 04:05:00,anomaly,1477.24,1276.25,175.7,0,698.37,245.74,0.48,20.6,0,night,running,2.115,1451.95,0.017119763883999866
2025-01-01 04:10:00,anomaly,1479.73,1256.83,181.26,0,679.31,251.69,0.64,21.3,0,night,running,2.178,1438.09,0.028140268832827678
2025-01-01 04:15:00,anomaly,1467.7,1294.44,174.22,0,679.27,246.2,0.61,20.9,0,night,running,2.161,1468.66,0.0006540846221980216
2025-01-01 04:20:00,anomaly,1515.45,1324.0,183.49,0,713.01,243.02,0.59,24.3,0,night,running,2.125,1507.49,0.005252565244646829
2025-01-01 04:25:00,anomaly,1481.3,1269.7,180.68,0,692.2,248.41,0.52,21.2,0,night,running,2.14,1450.38,0.02087355701073371
2025-01-01 04:30:00,anomaly,1459.37,1250.51,198.01,0,711.92,254.11,0.66,24.1,0,night,running,2.05,1448.52,0.007434714979751475
2025-01-01 04:35:00,anomaly,1412.76,1234.72,201.43,0,735.48,249.26,0.71,21.7,0,night,running,1.921,1436.15,0.01655624451428417
2025-01-01 04:40:00,anomaly,1425.61,1184.4,210.64,0,706.9,238.74,0.53,21.9,0,night,running,2.017,1395.04,0.021443452276569287
2025-01-01 04:45:00,anomaly,1501.63,1257.44,185.34,0,698.7,247.37,0.7,22.2,0,night,running,2.149,1442.78,0.03919074605595262
2025-01-01 04:50:00,anomaly,1454.84,1262.52,182.12,0,718.24,246.12,0.69,23.7,0,night,running,2.026,1444.6399999999999,0.007011080256248141
2025-01-01 04:55:00,anomaly,1487.52,1279.96,196.85,0,697.62,247.5,0.61,22.3,0,night,running,2.132,1476.81,0.007199903194578921
2025-01-01 05:00:00,anomaly,1414.75,1199.37,166.15,0,710.96,244.17,0.75,22.3,0,night,running,1.99,1365.52,0.034797667432408565
2025-01-01 05:05:00,anomaly,1426.13,1181.86,178.39,0,711.8,238.82,0.67,22.3,0,night,running,2.004,1360.25,0.046194947164704556
2025-01-01 05:10:00,anomaly,1481.88,1184.73,187.7,0,731.02,254.35,0.6,19.7,0,night,running,2.027,1372.43,0.07385888196075258
2025-01-01 05:15:00,anomaly,1402.97,1202.06,175.6,0,704.74,242.12,0.69,21.9,0,night,running,1.991,1377.6599999999999,0.01804030022024717
2025-01-01 05:20:00,anomaly,1482.86,1268.54,187.8,0,708.4,245.69,0.73,22.9,0,night,running,2.093,1456.34,0.01788435860431867
2025-01-01 05:25:00,anomaly,1385.53,1192.82,176.19,0,685.49,239.59,0.54,20.5,0,night,running,2.021,1369.01,0.011923235151891321
2025-01-01 05:30:00,anomaly,1488.44,1247.16,194.75,0,719.56,236.38,0.52,20.5,0,night,running,2.069,1441.91,0.03126091747064038
2025-01-01 05:35:00,anomaly,1515.94,1299.74,182.26,0,671.49,250.41,0.51,22.7,0,night,running,2.258,1482.0,0.02238874889507504
2025-01-01 05:40:00,anomaly,1464.64,1202.4,196.85,0,669.5,249.06,0.62,21.5,0,night,running,2.188,1399.25,0.044645783264146886
2025-01-01 05:45:00,anomaly,1464.02,1232.57,190.48,0,674.79,240.19,0.67,23.3,0,night,running,2.17,1423.05,0.027984590374448455
2025-01-01 05:50:00,anomaly,1542.17,1255.19,177.77,0,720.03,247.01,0.56,23.1,0,night,running,2.142,1432.96,0.07081579851767317
2025-01-01 05:55:00,anomaly,1394.1,1191.2,185.76,0,678.22,248.31,0.59,19.9,0,night,running,2.056,1376.96,0.012294670396671597
2025-01-01 06:00:00,anomaly,1451.94,1229.49,217.06,0,1103.56,239.84,0.57,23.2,0,morning,running,1.316,1446.55,0.0037122746118986322
2025-01-01 06:05:00,anomaly,1467.84,1252.51,184.32,0,1018.58,244.27,0.71,23.0,0,morning,running,1.441,1436.83,0.021126280793546975
2025-01-01 06:10:00,anomaly,1364.31,1147.27,171.39,0,971.73,246.08,0.6,22.7,0,morning,running,1.404,1318.6599999999999,0.03346013735881148
2025-01-01 06:15:00,anomaly,1542.55,1311.87,190.65,0,999.56,237.6,0.63,22.5,0,morning,running,1.543,1502.52,0.02595053644938574
2025-01-01 06:20:00,anomaly,1382.94,1141.34,197.15,0,978.59,245.81,0.6,22.5,0,morning,running,1.413,1338.49,0.03214166919750679
2025-01-01 06:25:00,anomaly,1443.01,1229.29,174.26,0,971.16,247.47,0.68,23.6,0,morning,running,1.486,1403.55,0.027345617840486232
2025-01-01 06:30:00,anomaly,1433.69,1239.66,199.13,0,992.09,251.06,0.78,21.1,0,morning,running,1.445,1438.79,0.0035572543576365247
2025-01-01 06:35:00,anomaly,1415.25,1160.09,202.35,0,1024.28,249.5,0.55,22.6,0,morning,running,1.382,1362.4399999999998,0.03731496202084449
2025-01-01 06:40:00,anomaly,1412.65,1191.42,168.7,0,1038.04,243.1,0.48,19.8,0,morning,running,1.361,1360.1200000000001,0.0371854316355785
2025-01-01 06:45:00,anomaly,1536.51,1294.57,178.32,0,1036.5,248.96,0.67,24.0,0,morning,running,1.482,1472.8899999999999,0.04140552290580609
2025-01-01 06:50:00,anomaly,1390.53,1157.21,193.78,0,1018.65,244.68,0.7,21.0,0,morning,running,1.365,1350.99,0.028435200966537913
2025-01-01 06:55:00,anomaly,1378.91,1152.84,174.03,0,997.8,252.99,0.6,24.9,0,morning,running,1.382,1326.87,0.03773995402165492
2025-01-01 07:00:00,anomaly,1506.96,1275.02,172.86,0,1028.65,239.4,0.57,21.5,0,morning,running,1.465,1447.88,0.039204756596060895
2025-01-01 07:05:00,anomaly,1497.88,1305.42,182.09,0,998.74,237.82,0.64,21.5,0,morning,running,1.5,1487.51,0.0069231180067829984
2025-01-01 07:10:00,anomaly,1500.05,1331.24,169.0,0,1007.6,244.05,0.77,22.1,0,morning,running,1.489,1500.24,0.00012666244458521688
2025-01-01 07:15:00,anomaly,1453.47,1239.75,187.97,0,1039.63,243.92,0.58,22.2,0,morning,running,1.398,1427.72,0.017716223933070513
2025-01-01 07:20:00,anomaly,1463.55,1187.36,190.76,0,1016.45,249.43,0.53,20.2,0,morning,running,1.44,1378.12,0.05837176727819348
2025-01-01 07:25:00,anomaly,1531.79,1343.8,184.88,0,1055.43,243.38,0.56,21.3,0,morning,running,1.451,1528.6799999999998,0.0020303044150961473
2025-01-01 07:30:00,anomaly,1434.97,1115.49,177.08,0,980.81,244.1,0.51,22.3,0,morning,running,1.463,1292.57,0.09923552408761165
2025-01-01 07:35:00,anomaly,1486.82,1215.78,185.14,0,992.81,238.8,0.49,21.0,0,morning,running,1.498,1400.92,0.0577743102729314
2025-01-01 07:40:00,anomaly,1503.32,1206.48,187.07,0,978.92,240.71,0.6,20.9,0,morning,running,1.536,1393.55,0.07301838597238113
2025-01-01 07:45:00,anomaly,1401.34,1170.8,183.51,0,1002.43,245.55,0.73,23.0,0,morning,running,1.398,1354.31,0.03356073472533431
2025-01-01 07:50:00,anomaly,1595.65,1328.39,198.11,0,967.56,240.76,0.63,22.8,0,morning,running,1.649,1526.5,0.043336571303230716
2025-01-01 07:55:00,anomaly,1479.49,1238.43,177.63,0,1053.01,248.07,0.48,23.6,0,morning,running,1.405,1416.06,0.04287288187145575
2025-01-01 08:00:00,anomaly,1505.65,1397.09,198.31,0,983.66,243.5,0.57,21.6,0,morning,running,1.531,1595.3999999999999,0.05960880682761582
2025-01-01 08:05:00,anomaly,1412.61,1237.04,198.45,0,1005.21,243.74,0.54,21.5,0,morning,running,1.405,1435.49,0.016196968731638676
2025-01-01 08:10:00,anomaly,1478.64,1287.83,187.14,0,985.93,252.29,0.63,22.7,0,morning,running,1.5,1474.9699999999998,0.002482010496131783
2025-01-01 08:15:00,anomaly,1483.1,1258.05,179.56,0,1073.69,236.84,0.65,21.4,0,morning,running,1.381,1437.61,0.03067224057716945
2025-01-01 08:20:00,anomaly,1399.83,1180.61,197.69,0,973.28,248.75,0.63,22.2,0,morning,running,1.438,1378.3,0.015380439053313598
2025-01-01 08:25:00,anomaly,1478.75,1262.84,180.27,0,988.5,250.42,0.72,21.5,0,morning,running,1.496,1443.11,0.024101437024514016
2025-01-01 08:30:00,anomaly,1483.89,1290.2,187.64,0,1011.17,248.8,0.77,24.4,0,morning,running,1.467,1477.8400000000001,0.004077121619527023
2025-01-01 08:35:00,anomaly,1546.3,1307.35,189.87,0,995.06,247.97,0.58,22.0,0,morning,running,1.554,1497.2199999999998,0.031740283256806674
2025-01-01 08:40:00,anomaly,1454.66,1263.19,195.35,0,967.1,246.78,0.76,24.3,0,morning,running,1.504,1458.54,0.002667289950916284
2025-01-01 08:45:00,anomaly,1542.67,1314.73,188.88,0,1014.95,249.71,0.59,19.4,0,morning,running,1.52,1503.6100000000001,0.02531973785709189
2025-01-01 08:50:00,anomaly,1362.67,1139.33,180.69,0,992.24,242.36,0.51,20.7,0,morning,running,1.373,1320.02,0.031298847116323164
2025-01-01 08:55:00,anomaly,1428.48,1223.64,181.69,0,980.59,248.46,0.51,21.0,0,morning,running,1.457,1405.3300000000002,0.01620603718637983
2025-01-01 09:00:00,anomaly,1493.93,1222.09,176.39,0,1049.94,242.56,0.58,22.8,0,morning,running,1.423,1398.48,0.06389188248445378
2025-01-01 09:05:00,anomaly,1394.05,1185.52,204.98,0,930.94,245.31,0.55,22.9,0,morning,running,1.497,1390.5,0.0025465370682543342
2025-01-01 09:10:00,anomaly,1425.35,1210.83,161.9,0,945.89,242.81,0.45,23.1,0,morning,running,1.507,1372.73,0.03691724839513095
2025-01-01 09:15:00,anomaly,1509.73,1244.63,168.28,0,1020.7,250.89,0.67,23.5,0,morning,running,1.479,1412.91,0.06413067237188103
2025-01-01 09:20:00,anomaly,1443.66,1177.37,191.84,0,992.8,245.96,0.83,21.6,0,morning,running,1.454,1369.2099999999998,0.05157031433994173
2025-01-01 09:25:00,anomaly,1473.84,1248.75,175.0,0,951.9,250.33,0.65,21.5,0,morning,running,1.548,1423.75,0.033986050046137924
2025-01-01 09:30:00,anomaly,1353.26,1137.02,187.19,0,1025.15,233.44,0.49,22.0,0,morning,running,1.32,1324.21,0.021466680460517532
2025-01-01 09:35:00,anomaly,1451.26,1263.54,181.71,0,1022.4,246.34,0.69,22.6,0,morning,running,1.419,1445.25,0.004141229001006016
2025-01-01 09:40:00,anomaly,1488.91,1318.74,195.67,0,978.64,242.42,0.57,23.0,0,morning,running,1.521,1514.41,0.017126622831467313
2025-01-01 09:45:00,anomaly,1420.4,1191.66,177.54,0,1025.25,245.39,0.52,22.5,0,morning,running,1.385,1369.2,0.036046184173472294
2025-01-01 09:50:00,anomaly,1401.76,1158.64,187.04,0,948.2,242.95,0.59,24.3,0,morning,running,1.478,1345.68,0.0400068485332724
2025-01-01 09:55:00,anomaly,1463.67,1204.47,173.62,0,960.82,240.71,0.59,23.6,0,morning,running,1.523,1378.0900000000001,0.05846946374524307
2025-01-01 10:00:00,anomaly,1423.43,1231.38,182.04,0,1035.25,245.28,0.54,22.7,0,morning,running,1.375,1413.42,0.0070323092811026815
2025-01-01 10:05:00,anomaly,1511.39,1279.31,200.06,0,1048.63,239.7,0.42,19.7,0,morning,running,1.441,1479.37,0.021185795856794212
2025-01-01 10:10:00,anomaly,1479.4,1266.66,194.36,0,993.9,241.46,0.66,20.7,0,morning,running,1.488,1461.02,0.01242395565769914
2025-01-01 10:15:00,anomaly,1485.55,1233.73,171.31,0,966.89,240.21,0.62,22.6,0,morning,running,1.536,1405.04,0.05419541583925145
2025-01-01 10:20:00,anomaly,1416.34,1230.44,183.14,0,1018.42,242.4,0.52,21.3,0,morning,running,1.391,1413.58,0.0019486846378694318
2025-01-01 10:25:00,anomaly,1451.78,1227.82,184.7,0,981.76,241.08,0.52,22.7,0,morning,running,1.479,1412.52,0.027042664866577575
2025-01-01 10:30:00,anomaly,1424.78,1255.1,184.37,0,1010.29,244.65,0.6,23.7,0,morning,running,1.41,1439.4699999999998,0.010310363705273676
2025-01-01 10:35:00,anomaly,1412.83,1194.78,196.88,0,1032.11,239.85,0.72,21.2,0,morning,running,1.369,1391.6599999999999,0.014984109907066012
2025-01-01 10:40:00,anomaly,1427.88,1179.04,207.61,0,984.7,242.05,0.57,22.6,0,morning,running,1.45,1386.65,0.028874975488136268
2025-01-01 10:45:00,anomaly,1411.3,1248.42,191.92,0,997.92,237.05,0.54,22.6,0,morning,running,1.414,1440.3400000000001,0.020576773187841135
2025-01-01 10:50:00,anomaly,1441.02,1247.74,199.11,0,963.02,247.55,0.67,22.4,0,morning,running,1.496,1446.85,0.004045745374803908
2025-01-01 10:55:00,anomaly,1505.96,1273.87,179.72,0,989.88,236.89,0.56,22.1,0,morning,running,1.521,1453.59,0.03477516003081099
2025-01-01 11:00:00,anomaly,1503.58,1262.8,180.14,0,1000.79,242.35,0.62,23.7,0,morning,running,1.502,1442.94,0.04033041141808209
2025-01-01 11:05:00,anomaly,1421.72,1131.18,181.1,0,930.69,244.39,0.57,21.5,0,morning,running,1.528,1312.28,0.07697718256759421
2025-01-01 11:10:00,anomaly,1444.93,1197.17,172.05,0,966.9,244.02,0.69,22.5,0,morning,running,1.494,1369.22,0.052397001930889406
2025-01-01 11:15:00,anomaly,1563.77,1287.46,189.89,0,1018.42,242.24,0.52,21.9,0,morning,running,1.535,1477.35,0.055263881517102945
2025-01-01 11:20:00,anomaly,1395.33,1221.45,195.26,0,987.66,245.88,0.51,22.1,0,morning,running,1.413,1416.71,0.015322540187625945
2025-01-01 11:25:00,anomaly,1524.58,1321.45,171.73,0,981.65,248.12,0.68,22.2,0,morning,running,1.553,1493.18,0.020595836230305965
2025-01-01 11:30:00,anomaly,1588.8,1379.57,175.26,0,990.1,245.09,0.63,22.4,0,morning,running,1.605,1554.83,0.021380916414904347
2025-01-01 11:35:00,anomaly,1372.15,1150.72,170.82,0,967.53,246.22,0.54,20.4,0,morning,running,1.418,1321.54,0.036883722625077525
2025-01-01 11:40:00,anomaly,1360.76,1130.57,190.33,0,1027.56,250.97,0.55,20.1,0,morning,running,1.324,1320.8999999999999,0.029292454216761316
2025-01-01 11:45:00,anomaly,1401.26,1202.85,194.0,0,998.81,241.92,0.51,20.8,0,morning,running,1.403,1396.85,0.0031471675492057735
2025-01-01 11:50:00,anomaly,1529.1,1336.66,183.4,0,982.42,237.74,0.43,21.0,0,morning,running,1.556,1520.0600000000002,0.005911974364004798
2025-01-01 11:55:00,anomaly,1433.25,1264.45,194.88,0,1019.71,240.31,0.68,23.5,0,morning,running,1.406,1459.33,0.01819640676783529
2025-01-01 12:00:00,anomaly,1357.55,1138.39,164.41,0,1031.01,242.99,0.68,20.9,0,morning,running,1.317,1302.8000000000002,0.04033000626127935
2025-01-01 12:05:00,anomaly,1387.17,1162.93,188.83,0,1012.47,246.76,0.57,19.6,0,morning,running,1.37,1351.76,0.02552679195772694
2025-01-01 12:10:00,anomaly,1517.86,1321.52,175.72,0,1015.27,241.99,0.48,21.3,0,morning,running,1.495,1497.24,0.013584915604864673
2025-01-01 12:15:00,anomaly,1373.42,1113.79,199.98,0,994.49,242.35,0.52,23.5,0,morning,running,1.381,1313.77,0.04343172518239147
2025-01-01 12:20:00,anomaly,1497.86,1225.52,187.19,0,954.78,243.28,0.58,22.6,0,morning,running,1.569,1412.71,0.05684776948446441
2025-01-01 12:25:00,anomaly,1486.62,1280.74,185.54,0,980.65,240.68,0.58,22.1,0,morning,running,1.516,1466.28,0.013682043830972218
2025-01-01 12:30:00,anomaly,1447.71,1251.75,208.22,0,1002.45,248.56,0.62,22.6,0,morning,running,1.444,1459.97,0.008468546877482361
2025-01-01 12:35:00,anomaly,1555.43,1355.09,184.33,0,1005.96,255.22,0.66,21.7,0,morning,running,1.546,1539.4199999999998,0.010292973647158803
2025-01-01 12:40:00,anomaly,1421.26,1272.73,189.35,0,977.98,247.96,0.57,21.7,0,morning,running,1.453,1462.08,0.02872099404753524
2025-01-01 12:45:00,anomaly,1372.24,1148.86,179.92,0,995.52,258.61,0.68,20.8,0,morning,running,1.378,1328.78,0.0316708447501895
2025-01-01 12:50:00,anomaly,1374.25,1120.84,200.69,0,952.92,252.89,0.62,21.7,0,morning,running,1.442,1321.53,0.03836274331453522
2025-01-01 12:55:00,anomaly,1523.3,1329.77,191.06,0,965.66,243.66,0.66,23.6,0,morning,running,1.577,1520.83,0.0016214796822687765
2025-01-01 13:00:00,anomaly,1388.77,1207.18,190.77,0,1017.86,253.22,0.65,23.2,0,morning,running,1.364,1397.95,0.006610165830195111
2025-01-01 13:05:00,anomaly,1371.41,1169.9,194.21,0,1018.49,254.79,0.47,20.8,0,morning,running,1.347,1364.1100000000001,0.00532298874880594
2025-01-01 13:10:00,anomaly,1537.67,1302.51,183.67,0,1021.76,246.02,0.56,23.1,0,morning,running,1.505,1486.18,0.03348572840726554
2025-01-01 13:15:00,anomaly,1490.62,1332.35,170.31,0,985.52,234.61,0.5,24.5,0,morning,running,1.513,1502.6599999999999,0.008077175940212773
2025-01-01 13:20:00,anomaly,1411.73,1184.27,170.82,0,1003.03,246.42,0.64,22.4,0,morning,running,1.407,1355.09,0.04012098630758013
2025-01-01 13:25:00,anomaly,1458.06,1252.31,188.76,0,946.41,245.14,0.49,21.0,0,morning,running,1.541,1441.07,0.011652469720038963
2025-01-01 13:30:00,anomaly,1405.01,1183.64,176.99,0,1036.39,239.04,0.66,20.6,0,morning,running,1.356,1360.63,0.03158696379385192
2025-01-01 13:35:00,anomaly,1372.0,1178.23,181.9,0,1032.52,248.87,0.58,21.2,0,morning,running,1.329,1360.13,0.008651603498542194
2025-01-01 13:40:00,anomaly,1460.53,1173.71,183.11,0,1042.57,245.94,0.6,20.5,0,morning,running,1.401,1356.8200000000002,0.07100846952818485
2025-01-01 13:45:00,anomaly,1455.41,1199.31,190.19,0,976.57,240.06,0.61,21.1,0,morning,running,1.49,1389.5,0.04528620801011404
2025-01-01 13:50:00,anomaly,1552.97,1360.52,184.53,0,993.98,238.9,0.53,21.1,0,morning,running,1.562,1545.05,0.005099905342666035
2025-01-01 13:55:00,anomaly,1347.43,1158.61,187.14,0,966.88,240.37,0.53,22.1,0,morning,running,1.394,1345.75,0.001246818016520386
2025-01-01 14:00:00,anomaly,2551.24,2125.08,98.79,1000,800.5,244.67,0.51,23.7,1,afternoon,running,3.187,3223.87,0.2636482651573353
2025-01-01 14:05:00,anomaly,2547.39,2231.59,90.48,1000,806.39,248.65,0.72,20.5,1,afternoon,running,3.159,3322.07,0.3041073412394648
2025-01-01 14:10:00,anomaly,2557.56,2207.96,87.31,1000,801.8,247.8,0.66,22.4,1,afternoon,running,3.19,3295.27,0.2884428908803704
2025-01-01 14:15:00,anomaly,2492.41,2072.93,99.08,1000,814.82,246.67,0.71,21.1,1,afternoon,running,3.059,3172.0099999999998,0.27266781950000196
2025-01-01 14:20:00,anomaly,2501.39,2117.62,100.17,1000,783.41,245.47,0.63,21.5,1,afternoon,running,3.193,3217.79,0.28640076117678576
2025-01-01 14:25:00,anomaly,2359.39,2011.86,93.0,1000,852.65,234.28,0.52,20.5,1,afternoon,running,2.767,3104.8599999999997,0.31595878595738724
2025-01-01 14:30:00,anomaly,2284.07,1872.74,97.73,1000,817.29,249.71,0.47,22.5,1,afternoon,running,2.795,2970.4700000000003,0.30051618382974254
2025-01-01 14:35:00,anomaly,2506.16,2202.44,85.72,1000,822.44,247.67,0.39,22.1,1,afternoon,running,3.047,3288.16,0.31203115523350466
2025-01-01 14:40:00,anomaly,2559.42,2211.01,89.73,1000,868.01,243.08,0.69,21.1,1,afternoon,running,2.949,3300.7400000000002,0.289643747411523
2025-01-01 14:45:00,anomaly,2540.2,2293.31,96.07,1000,829.01,249.93,0.69,23.2,1,afternoon,running,3.064,3389.38,0.3342965120856627
2025-01-01 14:50:00,anomaly,2495.49,2078.94,88.74,1000,817.13,247.12,0.65,22.0,1,afternoon,running,3.054,3167.68,0.2693619289197713
2025-01-01 14:55:00,anomaly,2436.66,2088.25,92.21,1000,788.44,243.91,0.7,21.9,1,afternoon,running,3.09,3180.46,0.3052539131434013
2025-01-01 15:00:00,anomaly,2442.08,2201.15,86.39,1000,784.56,248.21,0.6,23.6,1,afternoon,running,3.113,3287.54,0.3462048745331848
